tt0041959,The Third Man (1949),"London Film Studios, Shepperton, Surrey, England, UK",studio studio: produced at,,
tt0041959,The Third Man (1949),"Isleworth, Middlesex, England, UK",,,
tt0056172,Lawrence of Arabia (1962),"Chobham Common, Surrey, England, UK",where Lawrence falls off motorcycle,,
tt0056172,Lawrence of Arabia (1962),"Merthyr Mawr, Bridgend, Wales, UK",,,
tt0056172,Lawrence of Arabia (1962),"St. Paul's Cathedral, Ludgate Hill, London, England, UK",funeral,,
tt0056172,Lawrence of Arabia (1962),"England, UK",,,
tt0056172,Lawrence of Arabia (1962),"London, England, UK",,,
tt0056172,Lawrence of Arabia (1962),"Shepperton Studios, Shepperton, Surrey, England, UK",studio,,
tt0062622,2001: A Space Odyssey (1968),"Isle of Harris, Western Isles, Scotland, UK",,,
tt0062622,2001: A Space Odyssey (1968),"South Harris, Western Isles, Scotland, UK",,,
tt0062622,2001: A Space Odyssey (1968),"MGM British Studios, Borehamwood, Hertfordshire, England, UK",studio,,
tt0062622,2001: A Space Odyssey (1968),"Shepperton Studios, Shepperton, Surrey, England, UK",studio,,
tt0062622,2001: A Space Odyssey (1968),"Borehamwood, Hertfordshire, England, UK",,,
tt0066921,A Clockwork Orange (1971),"Binsey Walk, Southmere Lake, Thamesmead South, London, England, UK",Alex puts Dim in water,,
tt0066921,A Clockwork Orange (1971),"Brunel University, Uxbridge, Middlesex, England, UK",Ludovico Medical Facility,,
tt0066921,A Clockwork Orange (1971),"Wandsworth Bridge Roundabout, Wandsworth, London, England, UK",underpass where the tramp is attacked,,
tt0066921,A Clockwork Orange (1971),"Bricket Wood, Hertfordshire, England, UK",Peartree Woods on the Viscount Knutsford Estate - Alex is beaten up by police,,
tt0066921,A Clockwork Orange (1971),"Chelsea Drugstore, Kings Road, Chelsea, London, England, UK",record shop,,
tt0066921,A Clockwork Orange (1971),"Blenheim Mews, Shenley, Hertfordshire, England, UK",Cat Lady,,
tt0066921,A Clockwork Orange (1971),"Elstree, Hertfordshire, England, UK",Alex's flat: Municipal Flat Black 18A, Linear North,,
tt0066921,A Clockwork Orange (1971),"Manor Lodge School, Rectory Lane, Ridge Hill, Shenley, Hertfordshire, England, UK",Catlady's house,,
tt0066921,A Clockwork Orange (1971),"Skybreak, Warren Radlett, Hertfordshire, England, UK",Mr. Alexander' s Home,,
tt0066921,A Clockwork Orange (1971),"Taggs Island, Kingston-upon-Thames, London, England, UK",Billyboy gang fight,,
tt0066921,A Clockwork Orange (1971),"EMI-MGM Elstree Studios, Borehamwood, Hertfordshire, England, UK",studio,,
tt0066921,A Clockwork Orange (1971),"Bullhead Road, Elstree Studios, Borehamwood, Hertfordshire, England, UK",Korova Milk Bar/prison check in/F. Alexander's bathroom and hallway,,
tt0066921,A Clockwork Orange (1971),"Chelsea Embankment, Chelsea, London, England, UK",,,
tt0066921,A Clockwork Orange (1971),"Hertfordshire, England, UK",,,
tt0066921,A Clockwork Orange (1971),"Princess Alexandra Hospital, Harlow, Essex, England, UK",hospital scene at the end of the film,,
tt0066921,A Clockwork Orange (1971),"Radlett Aerodrome Hangers, Radlett, Hertfordshire, England, UK",snow rape fantasy,,
tt0066921,A Clockwork Orange (1971),"Shipton Under Wychwood, Oxford, Oxfordshire, England, UK",exterior: F. Alexander house,,
tt0066921,A Clockwork Orange (1971),"Thamesmead South Estate, Thamesmead South, London, England, UK",Alex whistling kicking rubbish,,
tt0066921,A Clockwork Orange (1971),"Wandsworth Prison, Heathfield Road, Wandsworth, London, England, UK",Parkmoor Prison: exterior,,
tt0066921,A Clockwork Orange (1971),"Ward Royal, Windsor, Berkshire, England, UK",,,
tt0066921,A Clockwork Orange (1971),"Warren Radlett, Hertfordshire, England, UK",,,
tt0066921,A Clockwork Orange (1971),"Lecture Centre, Brunel University, Uxbridge, Middlesex, England, UK",Ludovico Medical Facility,,
tt0066921,A Clockwork Orange (1971),"Pinewood Studios, Iver Heath, Buckinghamshire, England, UK",studio,,
tt0066921,A Clockwork Orange (1971),"Chelsea, London, England, UK",,,
tt0066921,A Clockwork Orange (1971),"Edgwarebury Hotel, Barnet Lane, Elstree, Hertfordshire, England, UK",Alex leaps from window,,
tt0066921,A Clockwork Orange (1971),"Friar's Square, Aylesbury, Buckinghamshire, England, UK",Shopping Complex - scene unused,,
tt0066921,A Clockwork Orange (1971),"Nettleford Hall, West Norwood Library, West Norwood, London, England, UK",Alex humiliated in press conference,,
tt0066921,A Clockwork Orange (1971),"Southmere Lake, Thamesmead South, London, England, UK",Flat Block Marina,,
tt0066921,A Clockwork Orange (1971),"Woolwich Barracks Prison, Woolwich, London, England, UK",Parkmoor Prison: interior,,
tt0066921,A Clockwork Orange (1971),"London, England, UK",,,
tt0071853,Monty Python and the Holy Grail (1975),"Bodiam Castle, Bodiam, East Sussex, England, UK",single exterior shot of the Swamp King castle during "Tale of Sir Lancelot",,
tt0071853,Monty Python and the Holy Grail (1975),"Doune Castle, Doune, Stirling, Scotland, UK",Arthur begins his quest for the Holy Grail,,
tt0071853,Monty Python and the Holy Grail (1975),"Castle Stalker, Appin, Argyll and Bute, Scotland, UK",Castle of Aaaargh,,
tt0071853,Monty Python and the Holy Grail (1975),"Epping Forest, Essex, England, UK",Black Knight sequence,,
tt0071853,Monty Python and the Holy Grail (1975),"Glen Coe, Highland, Scotland, UK",Bridge of Death,,
tt0071853,Monty Python and the Holy Grail (1975),"Loch Tay, Stirling, Scotland, UK",Cave of Caerbannog,,
tt0071853,Monty Python and the Holy Grail (1975),"Meeting of the Three Waters, Glen Coe, Highland, Scotland, UK",Bridge of Death,,
tt0071853,Monty Python and the Holy Grail (1975),"Loch Tay, Stirling, Scotland, UK",Holy Hand Grenade scene,,
tt0071853,Monty Python and the Holy Grail (1975),"Loch Laich, Appin, Argyll and Bute, Scotland, UK",Castle of Aaaargh,,
tt0071853,Monty Python and the Holy Grail (1975),"Arnhall Castle, Arnhall, Aberdeenshire, Scotland, UK",Historian talking to camera,,
tt0071853,Monty Python and the Holy Grail (1975),"Bracklinn Falls, Stirling, Scotland, UK",,,
tt0071853,Monty Python and the Holy Grail (1975),"River Cae, Glen Coe, Highland, Scotland, UK",Bridge of Death,,
tt0071853,Monty Python and the Holy Grail (1975),"Sherriff Muir, Stirling, Scotland, UK",,,
tt0071853,Monty Python and the Holy Grail (1975),"Twickenham Film Studios, St Margarets, Twickenham, Middlesex, England, UK",studio,,
tt0071853,Monty Python and the Holy Grail (1975),"Highland, Scotland, UK",,,
tt0071853,Monty Python and the Holy Grail (1975),"Killin, Stirling, Scotland, UK",,,
tt0071853,Monty Python and the Holy Grail (1975),"Appin, Argyll and Bute, Scotland, UK",,,
tt0071853,Monty Python and the Holy Grail (1975),"Stirling, Scotland, UK",,,
tt0071853,Monty Python and the Holy Grail (1975),"Doune, Stirling, Scotland, UK",,,
tt0071853,Monty Python and the Holy Grail (1975),"London, England, UK",,,
tt0072684,Barry Lyndon (1975),"Royal Victoria Park, Bath, Somerset, England, UK",,,
tt0072684,Barry Lyndon (1975),"Chatsworth House, Edensor, Derbyshire, England, UK",Castle Hackton,,
tt0072684,Barry Lyndon (1975),"Blenheim Palace, Woodstock, Oxfordshire, England, UK",water garden,,
tt0072684,Barry Lyndon (1975),"The Guildhall, Lavenham, Suffolk, England, UK",The inn in which Barry is treated after the duel,,
tt0072684,Barry Lyndon (1975),"Dunrobin Castle, Sutherland, Scotland, UK",general view of the Spa castle where Barry meets Lady Lyndon,,
tt0072684,Barry Lyndon (1975),"Castle Howard, Coneysthorpe, North Yorkshire, England, UK",Castle Hackton - exteriors,,
tt0072684,Barry Lyndon (1975),"Coneysthorpe, North Yorkshire, England, UK",,,
tt0072684,Barry Lyndon (1975),"Corsham Court, Wiltshire, England, UK",interior - where Barry scuffles with his stepson,,
tt0072684,Barry Lyndon (1975),"Longleat House, Wiltshire, England, UK",interiors: Barry's company refused by Lord Wendover,,
tt0072684,Barry Lyndon (1975),"Petworth House, Petworth, West Sussex, England, UK",chapel: wedding,,
tt0072684,Barry Lyndon (1975),"Petworth, West Sussex, England, UK",chapel: wedding,,
tt0072684,Barry Lyndon (1975),"Salisbury, Wiltshire, England, UK",,,
tt0072684,Barry Lyndon (1975),"Stourhead Garden, Warminster, Wiltshire, England, UK",Hackton gardens: Barry reminded by his mother that nothing belongs to him,,
tt0072684,Barry Lyndon (1975),"Warminster, Wiltshire, England, UK",,,
tt0072684,Barry Lyndon (1975),"Wilton House, Wilton, Salisbury, Wiltshire, England, UK",Castle Hackton - interiors,,
tt0072684,Barry Lyndon (1975),"Wilton, Salisbury, Wiltshire, England, UK",,,
tt0072684,Barry Lyndon (1975),"West Sussex, England, UK",,,
tt0072684,Barry Lyndon (1975),"Wiltshire, England, UK",,,
tt0072684,Barry Lyndon (1975),"Compton Acres, Poole, Dorset, England, UK",Barry sees Lady Lyndon for the first time,,
tt0072684,Barry Lyndon (1975),"Compton Castle, Marlton, Devon, England, UK",Lord Bullingdon's castle,,
tt0072684,Barry Lyndon (1975),"Somerset Rural Life Museum, Abbey Farm, Glastonbury, Somerset, England, UK",duel between Barry Lyndon and Bullingdon,,
tt0072684,Barry Lyndon (1975),"Chavenage House, Tetbury, Gloucestershire, England, UK",Pub where Barry's Leg is amputated,,
tt0072684,Barry Lyndon (1975),"Dunrobin Castle, Sutherland, Scotland, UK",,,
tt0072684,Barry Lyndon (1975),"North Yorkshire, England, UK",,,
tt0072684,Barry Lyndon (1975),"England, UK",,,
tt0076759,Star Wars: Episode IV - A New Hope (1977),"Elstree Studios, Borehamwood, Hertfordshire, England, UK",studio,,
tt0076759,Star Wars: Episode IV - A New Hope (1977),"Shepperton Studios, Shepperton, Surrey, England, UK",studio,,
tt0076759,Star Wars: Episode IV - A New Hope (1977),"Cardington Airship Hangars, Bedfordshire, England, UK",Yavin 4 rebel base,,
tt0078748,Alien (1979),"Shepperton Studios, Shepperton, Surrey, England, UK",studio,,
tt0078748,Alien (1979),"Bray Studios, Down Place, Oakley Green, Berkshire, England, UK",studio,,
tt0079470,Life of Brian (1979),"London, England, UK",,,
tt0080678,The Elephant Man (1980),"Broadgate, London, England, UK",,,
tt0080678,The Elephant Man (1980),"Butler's Wharf, Shad Thames, Southwark, London, England, UK",,,
tt0080678,The Elephant Man (1980),"Clink Street, Southwark, London, England, UK",opening scenes,,
tt0080678,The Elephant Man (1980),"Eastern Hospital, Homerton Row, Lower Clapton, London, England, UK",demolished London Hospital, Whitechapel Road,,
tt0080678,The Elephant Man (1980),"Hackney, London, England, UK",,,
tt0080678,The Elephant Man (1980),"Homerton Row, Lower Clapton, London, England, UK",London Hospital, Whitechapel Road,,
tt0080678,The Elephant Man (1980),"Lee International Studios, Wembley, London, England, UK",studio,,
tt0080678,The Elephant Man (1980),"Liverpool Street Station, Liverpool Street, Broadgate, London, England, UK",railway station,,
tt0080678,The Elephant Man (1980),"Liverpool Street, Broadgate, London, England, UK",arrival in London,,
tt0080678,The Elephant Man (1980),"London, England, UK",,,
tt0080678,The Elephant Man (1980),"Lower Clapton, London, England, UK",London Hospital, Whitechapel Road,,
tt0080678,The Elephant Man (1980),"National Liberal Club, Whitehall Place, Whitehall, Westminster, London, England, UK",interiors: hospital corridors - office of Dr. Carr-Gromm,,
tt0080678,The Elephant Man (1980),"Royal Horseguards Hotel - 1 & 2 Whitehall Court, Whitehall, Westminster, London, England, UK",interiors: hospital corridors - office of Dr. Carr-Gromm,,
tt0080678,The Elephant Man (1980),"Shad Thames, Southwark, London, England, UK",,,
tt0080678,The Elephant Man (1980),"Shepperton Studios, Shepperton, Surrey, England, UK",studio,,
tt0080678,The Elephant Man (1980),"South Bank, Lambeth, London, England, UK",opening scenes,,
tt0080678,The Elephant Man (1980),"Southwark, London, England, UK",,,
tt0080678,The Elephant Man (1980),"St Mary Overies Dock, Southwark, London, England, UK",opening scenes,,
tt0080678,The Elephant Man (1980),"Tower Bridge, London, England, UK",near opening scenes,,
tt0080678,The Elephant Man (1980),"Westminster, London, England, UK",,,
tt0080678,The Elephant Man (1980),"Whitehall Court, Whitehall, Westminster, London, England, UK",,,
tt0080678,The Elephant Man (1980),"Whitehall, Westminster, London, England, UK",,,
tt0080684,Star Wars: Episode V - The Empire Strikes Back (1980),"Lee International Studios, Wembley, London, England, UK",studio,,
tt0080684,Star Wars: Episode V - The Empire Strikes Back (1980),"Elstree Studios, Borehamwood, Hertfordshire, England, UK",studio,,
tt0081505,The Shining (1980),"Elstree Studios, Borehamwood, Hertfordshire, England, UK",,,
tt0081505,The Shining (1980),"Stansted Airport, Essex, England, UK",as Denver Stapleton Airport interior,,
tt0082971,Raiders of the Lost Ark (1981),"Rickmansworth Masonic School for Girls, Chorleywood Road, Rickmansworth, Hertfordshire, England, UK",Barnett College,,
tt0082971,Raiders of the Lost Ark (1981),"EMI Elstree Studios, Borehamwood, Hertfordshire, England, UK",studio,,
tt0082971,Raiders of the Lost Ark (1981),"Borehamwood, Hertfordshire, England, UK",,,
tt0082971,Raiders of the Lost Ark (1981),"Bushey, Hertfordshire, England, UK",,,
tt0082971,Raiders of the Lost Ark (1981),"Rickmansworth, Hertfordshire, England, UK",,,
tt0083658,Blade Runner (1982),"Shepperton Studios, Shepperton, Surrey, England, UK",studio,,
tt0083658,Blade Runner (1982),"London, England, UK",Leon's Bathroom,,
tt0083987,Gandhi (1982),"Old Town Hall, Staines, Surrey, England, UK",courtroom in India,,
tt0083987,Gandhi (1982),"Buckingham Palace, Westminster, London, England, UK",,,
tt0083987,Gandhi (1982),"Bromley-by-Bow, London, England, UK",,,
tt0083987,Gandhi (1982),"Kingsley Hall, Powis Road, Bromley-by-Bow, London, England, UK",,,
tt0083987,Gandhi (1982),"Powis Road, Bromley-by-Bow, London, England, UK",,,
tt0083987,Gandhi (1982),"Shepperton Studios, Shepperton, Surrey, England, UK",studio studio: filmed at,,
tt0083987,Gandhi (1982),"Staines, Surrey, England, UK",,,
tt0083987,Gandhi (1982),"England, UK",,,
tt0086190,Star Wars: Episode VI - Return of the Jedi (1983),"Elstree Studios, Borehamwood, Hertfordshire, England, UK",studio,,
tt0090605,Aliens (1986),"Acton Lane Power Station, Acton Lane, Acton, London, England, UK",atmosphere processing station,,
tt0090605,Aliens (1986),"Albert R. Broccoli 007 Stage, Pinewood Studios, Iver Heath, Buckinghamshire, England, UK",studio interiors: Sulaco space ship cargo bay,,
tt0090605,Aliens (1986),"Pinewood Studios, Iver Heath, Buckinghamshire, England, UK",studio,,
tt0093058,Full Metal Jacket (1987),"Beckton Gasworks, Beckton, London, England, UK",Hue ruins scenes,,
tt0093058,Full Metal Jacket (1987),"Isle of Dogs, London, England, UK",Da Nang scenes,,
tt0093058,Full Metal Jacket (1987),"Norfolk Broads, Norfolk, England, UK",,,
tt0093058,Full Metal Jacket (1987),"RAF Swinderby, Swinderby, Linconshire, England, UK",Parris Island scenes,,
tt0093058,Full Metal Jacket (1987),"Cliffe marshes, Cliffe, Kent, England, UK",Vietnam countryside scenes,,
tt0093058,Full Metal Jacket (1987),"Bassingbourn Barracks, Bassingbourn, Cambridgeshire, England, UK",Parris Island scenes,,
tt0093058,Full Metal Jacket (1987),"Epping Forest, Essex, England, UK",training camp scenes,,
tt0093058,Full Metal Jacket (1987),"Pinewood Studios, Iver Heath, Buckinghamshire, England, UK",studio,,
tt0093779,The Princess Bride (1987),"Haddon Hall, Bakewell, Derbyshire, England, UK",Prince Humperdinck's Castle,,
tt0093779,The Princess Bride (1987),"Castleton, Derbyshire, England, UK",Westley was unmasked here,,
tt0093779,The Princess Bride (1987),"Penshurst Place, Penshurst, Kent, England, UK",The Barons Hall was used for the sword fight,,
tt0093779,The Princess Bride (1987),"Hever Castle, Hever, Kent, England, UK",,,
tt0093779,The Princess Bride (1987),"Sheffield, South Yorkshire, England, UK",Westley and Buttercup flee across Carl Wark.,,
tt0093779,The Princess Bride (1987),"Burnham Beeches, Buckinghamshire, England, UK",,,
tt0093779,The Princess Bride (1987),"Lee International Studios, Shepperton, Surrey, England, UK",studio,,
tt0093779,The Princess Bride (1987),"Lathkill Dale, Derbyshire, England, UK",The Battle of witts takes place here,,
tt0093779,The Princess Bride (1987),"England, UK",,,
tt0093779,The Princess Bride (1987),"Bradley Rocks, Birchover, Derbyshire, England, UK",Buttercup's farm.,,
tt0093779,The Princess Bride (1987),"Carl Wark, Peak District National Park, Yorkshire, England, UK",After the 'Battle of Wits' Buttercup and Westley cross the moors,,
tt0093779,The Princess Bride (1987),"Shepperton Studios, Shepperton, Surrey, England, UK",studio,,
tt0093779,The Princess Bride (1987),"Robin Hood's Stride, Birchover, Derbyshire, England, UK",Where Westley fights Andre the giant.,,
